table_id,department,province,district,installation_time,eligible_voters,total_voted,rp,jpp
057667,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:07 a. m.,300,247,42,3
057665,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,300,233,48,6
057664,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:14 a. m.,300,240,25,12
057668,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:23 a. m.,300,235,34,6
057666,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:17 a. m.,300,246,39,6
057669,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:11 a. m.,300,233,31,6
057673,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:14 a. m.,300,254,30,12
057672,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,300,242,26,9
057670,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,276,225,19,10
057671,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:05 a. m.,300,242,17,8
057675,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,242,28,5
057678,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:20 a. m.,300,238,28,7
057674,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:59 a. m.,300,237,23,9
057676,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,243,26,14
057679,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:44 a. m.,300,241,23,9
057680,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:50 a. m.,300,255,20,12
057677,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:55 a. m.,300,249,32,7
057681,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,300,244,22,7
057682,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,230,158,10,3
057683,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:17 a. m.,300,237,20,3
057685,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:34 a. m.,300,249,7,5
057686,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,244,25,6
057688,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,300,239,23,4
057684,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:48 a. m.,300,238,21,5
057689,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:24 a. m.,300,238,29,1
057691,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:51 a. m.,300,235,41,6
057692,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:59 a. m.,300,240,35,6
057687,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:17 a. m.,300,240,20,3
057693,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:11 a. m.,300,254,40,7
057690,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,230,157,25,6
057695,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,232,26,4
057697,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:48 a. m.,300,234,36,6
057698,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:06 a. m.,300,240,36,6
057696,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:20 a. m.,300,235,33,14
057699,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,230,164,22,8
057694,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:32 a. m.,300,237,28,6
057702,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,265,33,6
057701,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,300,264,28,7
057700,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:40 a. m.,300,266,46,9
057703,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:22 a. m.,300,253,24,7
057704,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:08 a. m.,300,266,44,3
057705,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:29 a. m.,271,214,20,3
057706,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,300,260,26,9
057707,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,246,27,7
057708,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,254,23,6
057709,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:56 a. m.,300,247,16,4
057711,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:41 a. m.,230,157,22,1
057712,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:18 a. m.,300,238,30,6
057713,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,237,24,8
057717,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,253,26,6
057710,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:32 a. m.,300,234,19,7
057715,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:39 a. m.,230,171,21,2
057718,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:42 a. m.,300,253,19,4
057714,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,300,248,27,11
057716,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:22 a. m.,300,267,28,7
057720,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,300,242,39,5
057721,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,247,34,1
057723,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,244,35,2
057722,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:40 a. m.,300,245,34,4
057725,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:55 a. m.,300,237,33,5
057726,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:06 a. m.,300,252,55,8
057724,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:16 a. m.,300,254,35,7
057729,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:01 a. m.,230,151,15,3
057727,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:05 a. m.,300,244,30,7
057728,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:53 a. m.,300,237,22,4
057733,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,235,25,7
057730,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,237,24,13
057734,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:17 a. m.,300,232,23,15
057732,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,300,225,27,5
057731,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:39 a. m.,300,235,21,14
057735,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,231,26,14
057736,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,236,27,14
057737,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:42 a. m.,300,242,24,6
057741,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:08 a. m.,300,268,26,6
057740,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:25 a. m.,300,234,20,6
057738,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:23 a. m.,285,237,19,9
057739,LIMA,LIMA,SAN JUAN DE LURIGANCHO,09:25 a. m.,300,230,24,2
057743,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:49 a. m.,300,230,19,10
057744,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:42 a. m.,300,240,12,8
057747,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:30 a. m.,300,229,25,4
057742,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:07 a. m.,300,239,29,10
057749,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:28 a. m.,300,247,18,6
057748,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:49 a. m.,300,240,19,6
057750,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:12 a. m.,281,218,26,5
057751,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:08 a. m.,300,226,9,10
057746,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:30 a. m.,300,233,15,6
057752,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:53 a. m.,300,234,15,10
057753,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:39 a. m.,300,238,15,6
057756,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:15 a. m.,300,235,18,10
057754,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,232,25,7
057755,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:45 a. m.,300,241,15,9
057759,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:37 a. m.,300,240,18,7
057757,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:27 a. m.,300,233,18,8
057758,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,222,10,3
057763,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:57 a. m.,300,239,18,12
057761,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:49 a. m.,300,251,17,9
057762,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:06 a. m.,300,244,20,10
057764,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:14 a. m.,300,232,28,6
057765,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:45 a. m.,300,220,20,10
057760,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:33 a. m.,300,235,17,13
057766,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,243,9,8
057767,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:16 a. m.,300,225,15,3
057769,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,277,214,12,9
057774,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:19 a. m.,300,231,11,10
057770,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:40 a. m.,300,236,16,15
057768,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:03 a. m.,300,230,18,8
057772,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:33 a. m.,300,223,6,8
057773,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:49 a. m.,300,239,15,11
057775,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,300,244,20,10
057776,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:36 a. m.,300,238,16,7
057779,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:39 a. m.,300,238,16,11
057777,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:24 a. m.,300,232,14,9
057778,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:36 a. m.,300,238,14,15
057782,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,249,15,7
057780,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:20 a. m.,300,241,25,10
057784,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:16 a. m.,300,222,20,7
057786,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:50 a. m.,300,229,15,3
057785,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:18 a. m.,300,222,15,4
057788,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:32 a. m.,300,223,18,7
057787,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:37 a. m.,300,212,19,6
057791,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,300,216,23,12
057789,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:07 a. m.,300,219,21,6
057792,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:51 a. m.,300,229,12,7
057790,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:38 a. m.,291,208,17,10
057794,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:05 a. m.,300,226,18,15
057793,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:23 a. m.,300,222,26,11
057797,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:11 a. m.,300,214,25,9
057796,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:49 a. m.,300,214,18,6
057795,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:45 a. m.,300,240,16,10
057799,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:19 a. m.,300,230,16,13
057798,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:28 a. m.,300,230,17,8
057801,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,225,18,12
057800,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:32 a. m.,288,219,13,14
057802,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:45 a. m.,300,244,16,18
057806,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:09 a. m.,300,220,18,8
057804,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:10 a. m.,300,223,14,9
057807,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:40 a. m.,300,220,15,10
057805,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:14 a. m.,300,235,16,8
057809,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:05 a. m.,300,235,19,7
057810,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:45 a. m.,300,228,19,10
057808,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,213,15,8
057812,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,261,16,6
057811,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:18 a. m.,230,166,16,9
057814,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:05 a. m.,300,256,25,4
057815,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:06 a. m.,300,255,23,5
057813,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,300,258,25,9
057817,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,300,257,30,7
057820,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:08 a. m.,300,251,35,2
057822,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:16 a. m.,300,234,21,10
057816,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,230,173,29,1
057821,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:28 a. m.,287,228,14,4
057818,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:49 a. m.,300,262,23,3
057819,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:48 a. m.,300,263,39,8
057823,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:22 a. m.,300,221,20,7
057824,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:50 a. m.,300,241,9,10
057826,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,224,11,7
057825,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:22 a. m.,300,231,14,9
057829,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,245,42,7
057830,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:47 a. m.,300,245,29,7
057827,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:02 a. m.,230,160,22,3
057832,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,238,27,10
057833,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:15 a. m.,300,238,32,11
057828,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,235,28,12
057831,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:17 a. m.,300,238,27,6
057834,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:18 a. m.,277,247,40,5
057836,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:58 a. m.,300,278,40,5
057835,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:53 a. m.,300,269,23,4
057837,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,300,267,38,5
057839,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:47 a. m.,300,262,31,5
057841,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:07 a. m.,300,214,19,11
057838,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:23 a. m.,300,261,28,4
057840,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:21 a. m.,284,225,26,5
057842,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:36 a. m.,300,231,22,8
057844,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,215,16,11
057843,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,219,21,5
057845,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,228,21,8
057847,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:01 a. m.,300,218,16,8
057848,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:37 a. m.,300,201,30,5
057846,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:26 a. m.,300,231,16,5
057850,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:05 a. m.,300,220,19,4
057852,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,214,22,4
057851,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:32 a. m.,300,217,22,3
057849,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:33 a. m.,300,222,20,7
057853,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:11 a. m.,230,135,18,7
057855,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:48 a. m.,300,228,37,7
057854,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:15 a. m.,300,223,26,11
057856,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,224,38,4
057857,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:47 a. m.,278,236,36,7
057858,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:11 a. m.,300,251,31,4
057859,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,300,260,36,2
057860,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:10 a. m.,300,261,38,4
057861,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:40 a. m.,300,257,29,5
057863,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:40 a. m.,230,143,15,4
057864,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,220,21,6
057866,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:55 a. m.,300,221,24,8
057865,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:59 a. m.,300,218,16,7
057862,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:53 a. m.,300,254,37,5
057868,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:59 a. m.,300,232,24,4
057869,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,226,27,8
057871,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,300,221,23,4
057867,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:55 a. m.,300,219,17,11
057872,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,244,181,35,0
057870,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:19 a. m.,300,214,26,7
057875,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:01 a. m.,300,216,37,4
057873,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:01 a. m.,300,225,56,4
057874,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:50 a. m.,300,233,39,4
057877,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:23 a. m.,300,229,50,2
057879,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:38 a. m.,300,226,41,3
057878,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:01 a. m.,300,236,44,5
057876,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:50 a. m.,300,226,48,2
057881,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:03 a. m.,300,235,49,7
057880,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:23 a. m.,300,213,39,5
057882,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,257,219,23,9
057883,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:54 a. m.,300,262,19,19
057884,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:13 a. m.,300,258,23,16
057885,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:20 a. m.,300,251,18,8
057886,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,263,19,13
057888,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:10 a. m.,300,252,22,9
057887,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:39 a. m.,300,255,22,10
057893,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,300,264,25,11
057892,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:48 a. m.,300,258,26,9
057889,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:20 a. m.,300,264,25,14
057890,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,263,22,8
057895,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:24 a. m.,300,261,26,11
057891,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,271,21,15
057896,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,254,194,26,8
057894,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:50 a. m.,300,252,14,12
057897,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:40 a. m.,300,241,20,8
057899,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,236,24,7
057898,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,246,22,6
057901,LIMA,LIMA,SAN JUAN DE LURIGANCHO,09:00 a. m.,300,242,16,8
057900,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:30 a. m.,241,183,26,5
057906,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,300,247,21,17
057902,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:08 a. m.,300,241,33,10
057907,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,300,242,21,9
057903,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:00 a. m.,300,247,35,9
057909,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:38 a. m.,300,249,24,9
057908,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:48 a. m.,300,237,23,12
057905,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:39 a. m.,300,238,29,17
057910,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,249,18,9
057911,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,238,26,10
057915,LIMA,LIMA,SAN JUAN DE LURIGANCHO,09:07 a. m.,300,246,20,12
057914,LIMA,LIMA,SAN JUAN DE LURIGANCHO,09:02 a. m.,300,254,21,6
057916,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:16 a. m.,300,238,23,9
057917,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:03 a. m.,300,251,28,13
057920,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,300,248,31,10
057913,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:42 a. m.,300,248,20,9
057918,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:23 a. m.,300,244,32,10
057919,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:09 a. m.,300,244,31,14
057923,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:50 a. m.,300,241,28,16
057922,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:33 a. m.,300,241,34,10
057921,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:33 a. m.,300,241,15,11
057925,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:31 a. m.,300,236,23,15
057924,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:26 a. m.,300,250,27,8
057926,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:25 a. m.,300,236,33,14
057927,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:43 a. m.,300,241,20,12
057929,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,246,32,10
057931,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:52 a. m.,300,245,25,4
057928,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,242,24,9
057930,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:30 a. m.,275,211,26,6
057934,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:25 a. m.,300,251,20,10
057932,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:35 a. m.,300,232,19,7
057933,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:35 a. m.,300,232,29,9
057935,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:39 a. m.,300,231,21,12
057936,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:57 a. m.,300,228,19,8
057937,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:27 a. m.,300,227,31,8
057938,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:37 a. m.,300,240,22,5
057940,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:49 a. m.,300,246,29,6
057939,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:47 a. m.,300,231,24,13
057943,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:06 a. m.,300,227,23,10
057948,LIMA,LIMA,SAN JUAN DE LURIGANCHO,06:39 a. m.,300,230,22,13
057944,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:06 a. m.,300,237,28,3
057942,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:11 a. m.,300,249,20,10
057945,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:22 a. m.,300,222,19,3
057941,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:23 a. m.,300,231,14,12
057946,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:08 a. m.,300,239,26,8
057947,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:08 a. m.,300,231,21,11
057949,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:03 a. m.,300,241,20,10
057950,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,233,23,2
057955,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:55 a. m.,300,230,20,3
057960,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:20 a. m.,300,232,18,6
057952,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:09 a. m.,300,220,17,5
057958,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:34 a. m.,300,224,17,9
057951,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:00 a. m.,300,231,18,6
057953,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:10 a. m.,300,234,26,6
057957,LIMA,LIMA,SAN JUAN DE LURIGANCHO,08:07 a. m.,295,218,19,12
057961,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:55 a. m.,300,222,16,5
057962,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:47 a. m.,300,220,31,8
057956,LIMA,LIMA,SAN JUAN DE LURIGANCHO,07:29 a. m.,300,237,37,3
057959,LIMA,LIMA,SAN JUAN DE LURIGANCHO,09:35 a. m.,300,223,18,9
